State,County,Rate,Candidate,Percentage
AR,Searcy County,5.0,Jim Hedges,0.00590128755364807
AR,Searcy County,5.0,Lynn Kahn,0.00482832618025751
AR,Searcy County,5.0,Jill Stein,0.00482832618025751
AR,Searcy County,5.0,Darrell Castle,0.00429184549356223
AR,Miller County,4.7,Donald Trump,0.701864512119329
AR,Miller County,4.7,Hillary Clinton,0.26556867619639496
AR,Miller County,4.7,Gary Johnson,0.0147296457426973
AR,Miller County,4.7,Evan McMullin,0.0046612802983219395
AR,Miller County,4.7,Jill Stein,0.00428837787445618
AR,Miller County,4.7,Darrell Castle,0.00403977625854568
AR,Miller County,4.7,Jim Hedges,0.00348042262274705
AR,Miller County,4.7,Lynn Kahn,0.00136730888750777
AR,Faulkner County,4.1,Donald Trump,0.618060852614628
AR,Faulkner County,4.1,Hillary Clinton,0.307759132129842
AR,Faulkner County,4.1,Gary Johnson,0.034727519281295
AR,Faulkner County,4.1,Evan McMullin,0.0176286125942877
AR,Faulkner County,4.1,Jill Stein,0.010742435799644
AR,Faulkner County,4.1,Darrell Castle,0.00436477667598949
AR,Faulkner County,4.1,Jim Hedges,0.0036867531146707296
AR,Faulkner County,4.1,Lynn Kahn,0.00302991778964319
AR,Cleburne County,6.2,Donald Trump,0.7825511133184341
AR,Cleburne County,6.2,Hillary Clinton,0.17390944458240196
AR,Cleburne County,6.2,Gary Johnson,0.0189553844880391
AR,Cleburne County,6.2,Evan McMullin,0.009353530336892641
AR,Cleburne County,6.2,Jill Stein,0.005214800099329529
AR,Cleburne County,6.2,Jim Hedges,0.00364208260905554
AR,Cleburne County,6.2,Darrell Castle,0.00347653339955302
AR,Cleburne County,6.2,Lynn Kahn,0.00289711116629418
NM,Torrance County,9.4,Donald Trump,0.587814190264079
NM,Torrance County,9.4,Hillary Clinton,0.28157811008590505
NM,Torrance County,9.4,Gary Johnson,0.109449570474069
NM,Torrance County,9.4,Jill Stein,0.010499522748966
NM,Torrance County,9.4,Evan McMullin,0.0057270124085268895
NM,Torrance County,9.4,Darrell Castle,0.00254533884823417
NM,Torrance County,9.4,Gloria La Riva,0.00143175310213172
NM,Torrance County,9.4,Rocky De La Fuente,0.000954502068087814
NM,Eddy County,7.2,Donald Trump,0.6695235180083671
NM,Eddy County,7.2,Hillary Clinton,0.255484134272013
NM,Eddy County,7.2,Gary Johnson,0.0643811855933068
NM,Eddy County,7.2,Jill Stein,0.0042852770125497396
NM,Eddy County,7.2,Evan McMullin,0.00403020099989797
NM,Eddy County,7.2,Darrell Castle,0.00137741046831956
NM,Eddy County,7.2,Gloria La Riva,0.000612182430364249
NM,Eddy County,7.2,Rocky De La Fuente,0.000306091215182124
NM,McKinley County,10.4,Hillary Clinton,0.627987976525598
NM,McKinley County,10.4,Donald Trump,0.233455794646691
NM,McKinley County,10.4,Gary Johnson,0.110644591822129
NM,McKinley County,10.4,Jill Stein,0.0128345818025669
NM,McKinley County,10.4,Evan McMullin,0.00801564960160313
NM,McKinley County,10.4,Gloria La Riva,0.00357841500071568
NM,McKinley County,10.4,Darrell Castle,0.00252874660050575
NM,McKinley County,10.4,Rocky De La Fuente,0.000954244000190849
NM,Santa Fe County,5.5,Hillary Clinton,0.7098442650903721
NM,Santa Fe County,5.5,Donald Trump,0.201744913038536
NM,Santa Fe County,5.5,Gary Johnson,0.0612850971922246
NM,Santa Fe County,5.5,Jill Stein,0.0201915425713311
NM,Santa Fe County,5.5,Evan McMullin,0.00417756053199955
NM,Santa Fe County,5.5,Gloria La Riva,0.0013356826190746801
NM,Santa Fe County,5.5,Darrell Castle,0.0010514948277822
NM,Santa Fe County,5.5,Rocky De La Fuente,0.00036944412868023197
NM,San Juan County,9.5,Donald Trump,0.6063947797716149
NM,San Juan County,9.5,Hillary Clinton,0.278977705274606
NM,San Juan County,9.5,Gary Johnson,0.0908537248504622
NM,San Juan County,9.5,Evan McMullin,0.0108537248504622
NM,San Juan County,9.5,Jill Stein,0.00763458401305057
NM,San Juan County,9.5,Darrell Castle,0.0027188689505165896
NM,San Juan County,9.5,Gloria La Riva,0.00210984230560087
NM,San Juan County,9.5,Rocky De La Fuente,0.00045676998368678604
NM,San Miguel County,8.2,Hillary Clinton,0.677666635505282
NM,San Miguel County,8.2,Donald Trump,0.21520052351126506
NM,San Miguel County,8.2,Gary Johnson,0.085070580536599
NM,San Miguel County,8.2,Jill Stein,0.0147704964008601
NM,San Miguel County,8.2,Evan McMullin,0.00327194540525381
NM,San Miguel County,8.2,Darrell Castle,0.00233710386089558
NM,San Miguel County,8.2,Gloria La Riva,0.0009348415443582313
NM,San Miguel County,8.2,Rocky De La Fuente,0.000747873235486585
NM,Bernalillo County,6.2,Hillary Clinton,0.5219040896457411
NM,Bernalillo County,6.2,Donald Trump,0.34511992470699
NM,Bernalillo County,6.2,Gary Johnson,0.108060910868958
NM,Bernalillo County,6.2,Jill Stein,0.0131321598211791
NM,Bernalillo County,6.2,Evan McMullin,0.0078785606094028
NM,Bernalillo County,6.2,Darrell Castle,0.00172423934942133
NM,Bernalillo County,6.2,Gloria La Riva,0.00163232893633917
NM,Bernalillo County,6.2,Rocky De La Fuente,0.000547786061969677
NM,Curry County,5.5,Donald Trump,0.664148291311605
NM,Curry County,5.5,Hillary Clinton,0.243872441359923
NM,Curry County,5.5,Gary Johnson,0.0739699551963454
NM,Curry County,5.5,Evan McMullin,0.00799437758060265
NM,Curry County,5.5,Jill Stein,0.00571026970043047
NM,Curry County,5.5,Darrell Castle,0.0030747606079241
NM,Curry County,5.5,Gloria La Riva,0.000702802424668365
NM,Curry County,5.5,Rocky De La Fuente,0.000527101818501274
NM,Roosevelt County,6.8,Donald Trump,0.6537550744248989
NM,Roosevelt County,6.8,Hillary Clinton,0.244418132611637
NM,Roosevelt County,6.8,Gary Johnson,0.0801759133964817
NM,Roosevelt County,6.8,Evan McMullin,0.00964140730717185
NM,Roosevelt County,6.8,Jill Stein,0.00794993234100135
NM,Roosevelt County,6.8,Darrell Castle,0.00186062246278755
NM,Roosevelt County,6.8,Gloria La Riva,0.0013531799729364
NM,Roosevelt County,6.8,Rocky De La Fuente,0.00084573748308525
NM,Luna County,10.8,Donald Trump,0.47676490747087
NM,Luna County,10.8,Hillary Clinton,0.437971213159698
NM,Luna County,10.8,Gary Johnson,0.0659355723098012
NM,Luna County,10.8,Jill Stein,0.00904729266620973
NM,Luna County,10.8,Evan McMullin,0.0068540095956134296
NM,Luna County,10.8,Darrell Castle,0.00178204249485949
NM,Luna County,10.8,Rocky De La Fuente,0.0009595613433858813
NM,Luna County,10.8,Gloria La Riva,0.000685400959561343
NM,Lincoln County,6.0,Donald Trump,0.662280701754386
NM,Lincoln County,6.0,Hillary Clinton,0.261920827710301
NM,Lincoln County,6.0,Gary Johnson,0.0628654970760234
NM,Lincoln County,6.0,Jill Stein,0.00663517768780927
NM,Lincoln County,6.0,Evan McMullin,0.004048582995951421
NM,Lincoln County,6.0,Darrell Castle,0.00101214574898785
NM,Lincoln County,6.0,Gloria La Riva,0.00101214574898785
NM,Lincoln County,6.0,Rocky De La Fuente,0.00022492127755285697
NM,Catron County,7.1,Donald Trump,0.7140049140049141
NM,Catron County,7.1,Hillary Clinton,0.20933660933660894
NM,Catron County,7.1,Gary Johnson,0.0535626535626536
NM,Catron County,7.1,Jill Stein,0.0113022113022113
NM,Catron County,7.1,Darrell Castle,0.0058968058968059
NM,Catron County,7.1,Evan McMullin,0.00540540540540541
NM,Catron County,7.1,Rocky De La Fuente,0.0004914004914004911
NM,Catron County,7.1,Gloria La Riva,0.0
NM,Hidalgo County,5.9,Donald Trump,0.486312399355878
NM,Hidalgo County,5.9,Hillary Clinton,0.418679549114332
NM,Hidalgo County,5.9,Gary Johnson,0.0735373054213634
NM,Hidalgo County,5.9,Evan McMullin,0.0144927536231884
NM,Hidalgo County,5.9,Jill Stein,0.00268384326355341
NM,Hidalgo County,5.9,Rocky De La Fuente,0.00161030595813205
NM,Hidalgo County,5.9,Gloria La Riva,0.00161030595813205
NM,Hidalgo County,5.9,Darrell Castle,0.00107353730542136
NM,Sierra County,7.9,Donald Trump,0.582248980384541
NM,Sierra County,7.9,Hillary Clinton,0.31073994950475803
NM,Sierra County,7.9,Gary Johnson,0.0848708487084871
NM,Sierra County,7.9,Jill Stein,0.0145659351330355
NM,Sierra County,7.9,Evan McMullin,0.0038842493688094797
NM,Sierra County,7.9,Darrell Castle,0.00233054962128569
NM,Sierra County,7.9,Gloria La Riva,0.00116527481064284
NM,Sierra County,7.9,Rocky De La Fuente,0.000194212468440474
NM,Quay County,7.2,Donald Trump,0.619007569386039
NM,Quay County,7.2,Hillary Clinton,0.284833193159518
NM,Quay County,7.2,Gary Johnson,0.0838239416876927
NM,Quay County,7.2,Evan McMullin,0.0047659097280628
NM,Quay County,7.2,Jill Stein,0.00420521446593776
NM,Quay County,7.2,Darrell Castle,0.0022427810485001398
NM,Quay County,7.2,Rocky De La Fuente,0.0005606952621250348
NM,Quay County,7.2,Gloria La Riva,0.0005606952621250348
NM,Colfax County,5.6,Donald Trump,0.484534138061109
NM,Colfax County,5.6,Hillary Clinton,0.39947189739720895
NM,Colfax County,5.6,Gary Johnson,0.0988306299509619
NM,Colfax County,5.6,Jill Stein,0.0069784986797434894
NM,Colfax County,5.6,Evan McMullin,0.00584685024519049
NM,Colfax County,5.6,Darrell Castle,0.002263296869106
NM,Colfax County,5.6,Rocky De La Fuente,0.001131648434553
NM,Colfax County,5.6,Gloria La Riva,0.000943040362127499
NM,Otero County,6.5,Donald Trump,0.594007377090597
NM,Otero County,6.5,Hillary Clinton,0.304835531302107
NM,Otero County,6.5,Gary Johnson,0.0800363801728058
NM,Otero County,6.5,Jill Stein,0.008286594916881409
NM,Otero County,6.5,Evan McMullin,0.00783184275680865
NM,Otero County,6.5,Darrell Castle,0.00313273710272346
NM,Otero County,6.5,Gloria La Riva,0.0011621444090748304
NM,Otero County,6.5,Rocky De La Fuente,0.0007073922490020718
NM,Valencia County,7.7,Donald Trump,0.4789341669998911
NM,Valencia County,7.7,Hillary Clinton,0.39296230324621
NM,Valencia County,7.7,Gary Johnson,0.110436584390563
NM,Valencia County,7.7,Jill Stein,0.00788832745646879
NM,Valencia County,7.7,Evan McMullin,0.00577992656948635
NM,Valencia County,7.7,Darrell Castle,0.0022901595841361
NM,Valencia County,7.7,Gloria La Riva,0.00101784870406049
NM,Valencia County,7.7,Rocky De La Fuente,0.000690683049183903
NM,Socorro County,8.3,Hillary Clinton,0.48218492343934
NM,Socorro County,8.3,Donald Trump,0.38162544169611295
NM,Socorro County,8.3,Gary Johnson,0.116902237926973
NM,Socorro County,8.3,Jill Stein,0.0085394581861013
NM,Socorro County,8.3,Evan McMullin,0.00530035335689046
NM,Socorro County,8.3,Gloria La Riva,0.00294464075382803
NM,Socorro County,8.3,Darrell Castle,0.00220848056537102
NM,Socorro County,8.3,Rocky De La Fuente,0.000294464075382803
NM,Lea County,9.9,Donald Trump,0.705255315490859
NM,Lea County,9.9,Hillary Clinton,0.22219038340306
NM,Lea County,9.9,Gary Johnson,0.0619519743251762
NM,Lea County,9.9,Evan McMullin,0.00458478995930999
NM,Lea County,9.9,Jill Stein,0.0030374233480428697
NM,Lea County,9.9,Darrell Castle,0.00149005673677575
NM,Lea County,9.9,Gloria La Riva,0.0009169579918619981
NM,Lea County,9.9,Rocky De La Fuente,0.000573098744913749
NM,Cibola County,9.2,Hillary Clinton,0.464138705251341
NM,Cibola County,9.2,Donald Trump,0.396532368716478
NM,Cibola County,9.2,Gary Johnson,0.119870275664214
NM,Cibola County,9.2,Jill Stein,0.00910565049270301
NM,Cibola County,9.2,Evan McMullin,0.00523886740676063
NM,Cibola County,9.2,Gloria La Riva,0.00249469876512411
NM,Cibola County,9.2,Darrell Castle,0.00199575901209929
NM,Cibola County,9.2,Rocky De La Fuente,0.000623674691281028
NM,Taos County,8.5,Hillary Clinton,0.698536714560021
NM,Taos County,8.5,Donald Trump,0.179169701383831
NM,Taos County,8.5,Gary Johnson,0.0774680527047606
NM,Taos County,8.5,Jill Stein,0.040256902602132015
NM,Taos County,8.5,Evan McMullin,0.00205257233662186
NM,Taos County,8.5,Gloria La Riva,0.00178772429318678
NM,Taos County,8.5,Darrell Castle,0.000397272065152619
NM,Taos County,8.5,Rocky De La Fuente,0.00033106005429384903
NM,Harding County,7.4,Donald Trump,0.590132827324478
NM,Harding County,7.4,Hillary Clinton,0.29601518026565504
NM,Harding County,7.4,Gary Johnson,0.10436432637571197
NM,Harding County,7.4,Jill Stein,0.00569259962049336
NM,Harding County,7.4,Darrell Castle,0.00379506641366224
NM,Harding County,7.4,Rocky De La Fuente,0.0
NM,Harding County,7.4,Gloria La Riva,0.0
NM,Harding County,7.4,Evan McMullin,0.0
NM,Mora County,8.1,Hillary Clinton,0.629827444535744
NM,Mora County,8.1,Donald Trump,0.271980279375514
NM,Mora County,8.1,Gary Johnson,0.0792933442892358
NM,Mora County,8.1,Jill Stein,0.014379622021364
NM,Mora County,8.1,Evan McMullin,0.0020542317173377197
NM,Mora County,8.1,Darrell Castle,0.0016433853738701699
NM,Mora County,8.1,Rocky De La Fuente,0.000410846343467543
NM,Mora County,8.1,Gloria La Riva,0.000410846343467543
NM,Rio Arriba County,7.4,Hillary Clinton,0.644406894221021
NM,Rio Arriba County,7.4,Donald Trump,0.242176410949645
NM,Rio Arriba County,7.4,Gary Johnson,0.0958431902669821
NM,Rio Arriba County,7.4,Jill Stein,0.0125718148022981
NM,Rio Arriba County,7.4,Evan McMullin,0.001892531260561
NM,Rio Arriba County,7.4,Darrell Castle,0.0011490368367691802
NM,Rio Arriba County,7.4,Gloria La Riva,0.00108144643460629
NM,Rio Arriba County,7.4,Rocky De La Fuente,0.000878675228117607
NM,Dona Ana County,7.5,Hillary Clinton,0.53728801431127
NM,Dona Ana County,7.5,Donald Trump,0.3591413237924871
NM,Dona Ana County,7.5,Gary Johnson,0.0774669051878354
NM,Dona Ana County,7.5,Jill Stein,0.0134669051878354
NM,Dona Ana County,7.5,Evan McMullin,0.00788550983899821
NM,Dona Ana County,7.5,Darrell Castle,0.0022182468694096607
NM,Dona Ana County,7.5,Gloria La Riva,0.00160286225402504
NM,Dona Ana County,7.5,Rocky De La Fuente,0.0009302325581395347
NM,Union County,4.5,Donald Trump,0.715380082498527
NM,Union County,4.5,Hillary Clinton,0.187389510901591
NM,Union County,4.5,Gary Johnson,0.0783736004714202
NM,Union County,4.5,Jill Stein,0.007660577489687679
NM,Union County,4.5,Evan McMullin,0.0053034767236299395
NM,Union County,4.5,Darrell Castle,0.004124926340601061
NM,Union County,4.5,Rocky De La Fuente,0.00117855038302887
NM,Union County,4.5,Gloria La Riva,0.000589275191514437
NM,Chaves County,7.4,Donald Trump,0.6351611470312422
NM,Chaves County,7.4,Hillary Clinton,0.272938157050491
NM,Chaves County,7.4,Gary Johnson,0.0792655841271408
NM,Chaves County,7.4,Evan McMullin,0.00503430235427669
NM,Chaves County,7.4,Jill Stein,0.00424460786733133
NM,Chaves County,7.4,Darrell Castle,0.0015793889738907301
NM,Chaves County,7.4,Gloria La Riva,0.00108582991954987
NM,Chaves County,7.4,Rocky De La Fuente,0.000690982676077193
NM,Los Alamos County,4.6,Hillary Clinton,0.507932064203061
NM,Los Alamos County,4.6,Donald Trump,0.310656961552818
NM,Los Alamos County,4.6,Gary Johnson,0.13979096677864902
NM,Los Alamos County,4.6,Evan McMullin,0.026689063083240004
NM,Los Alamos County,4.6,Jill Stein,0.0111048898842852
NM,Los Alamos County,4.6,Darrell Castle,0.0027062336692795803
NM,Los Alamos County,4.6,Gloria La Riva,0.000653228816722658
NM,Los Alamos County,4.6,Rocky De La Fuente,0.00046659201194475594
NM,Grant County,6.8,Hillary Clinton,0.48973491701408
NM,Grant County,6.8,Donald Trump,0.413041768268701
NM,Grant County,6.8,Gary Johnson,0.0698497600880988
NM,Grant County,6.8,Jill Stein,0.0171478014630693
NM,Grant County,6.8,Evan McMullin,0.006292771179108
NM,Grant County,6.8,Darrell Castle,0.00196649099347125
NM,Grant County,6.8,Gloria La Riva,0.00149453315503815
NM,Grant County,6.8,Rocky De La Fuente,0.0004719578384331
NM,Sandoval County,7.2,Hillary Clinton,0.4481895790403301
NM,Sandoval County,7.2,Donald Trump,0.421090504693684
NM,Sandoval County,7.2,Gary Johnson,0.107742125404769
NM,Sandoval County,7.2,Jill Stein,0.0101069571190266
NM,Sandoval County,7.2,Evan McMullin,0.008978510450397409
NM,Sandoval County,7.2,Darrell Castle,0.0020769960422595104
NM,Sandoval County,7.2,Gloria La Riva,0.00122657246590129
NM,Sandoval County,7.2,Rocky De La Fuente,0.000588754783632617
NM,Guadalupe County,6.2,Hillary Clinton,0.5303197353914
NM,Guadalupe County,6.2,Donald Trump,0.325799338478501
NM,Guadalupe County,6.2,Gary Johnson,0.130650496141125
NM,Guadalupe County,6.2,Jill Stein,0.00992282249173098
NM,Guadalupe County,6.2,Evan McMullin,0.00275633958103638
NM,Guadalupe County,6.2,Darrell Castle,0.000551267916207277
NM,Guadalupe County,6.2,Rocky De La Fuente,0.0
NM,Guadalupe County,6.2,Gloria La Riva,0.0
IN,Monroe County,5.1,Hillary Clinton,0.593217985873696
IN,Monroe County,5.1,Donald Trump,0.356229283445846
IN,Monroe County,5.1,Gary Johnson,0.0505527306804575
IN,Madison County,4.7,Donald Trump,0.603354453969437
IN,Madison County,4.7,Hillary Clinton,0.346533730898248
IN,Madison County,4.7,Gary Johnson,0.0501118151323146
IN,Vermillion County,6.3,Donald Trump,0.6525386952119201
IN,Vermillion County,6.3,Hillary Clinton,0.301027050484594
IN,Vermillion County,6.3,Gary Johnson,0.0464342543034862
IN,Fountain County,6.4,Donald Trump,0.7574257425742571
IN,Fountain County,6.4,Hillary Clinton,0.19748461332619704
IN,Fountain County,6.4,Gary Johnson,0.0450896440995451
IN,Adams County,3.4,Donald Trump,0.7394738860342049
IN,Adams County,3.4,Hillary Clinton,0.214893780197868
IN,Adams County,3.4,Gary Johnson,0.045632333767927
IN,Marion County,4.3,Hillary Clinton,0.589015980280832
IN,Marion County,4.3,Donald Trump,0.360672445786136
IN,Marion County,4.3,Gary Johnson,0.0503115739330324
IN,Knox County,4.4,Donald Trump,0.715429826261061
IN,Knox County,4.4,Hillary Clinton,0.24362203707291896
IN,Knox County,4.4,Gary Johnson,0.0409481366660208
IN,Dearborn County,4.4,Donald Trump,0.7574236721037221
IN,Dearborn County,4.4,Hillary Clinton,0.20422417398578
IN,Dearborn County,4.4,Gary Johnson,0.0383521539104977
IN,Tipton County,3.6,Donald Trump,0.744207723035952
IN,Tipton County,3.6,Hillary Clinton,0.211318242343542
IN,Tipton County,3.6,Gary Johnson,0.044474034620506
IN,Pike County,4.7,Donald Trump,0.7358206458089341
IN,Pike County,4.7,Hillary Clinton,0.216998494227874
IN,Pike County,4.7,Gary Johnson,0.0471808599631922
IN,Vigo County,5.5,Donald Trump,0.5540701053855289
IN,Vigo County,5.5,Hillary Clinton,0.402385705981956
IN,Vigo County,5.5,Gary Johnson,0.0435441886325154
IN,Lawrence County,5.7,Donald Trump,0.7356888236527571
IN,Lawrence County,5.7,Hillary Clinton,0.22069616271755105
IN,Lawrence County,5.7,Gary Johnson,0.0436150136296918
IN,Orange County,5.0,Donald Trump,0.7082671876908051
IN,Orange County,5.0,Hillary Clinton,0.25009158627427003
IN,Orange County,5.0,Gary Johnson,0.0416412260349249
IN,Steuben County,3.6,Donald Trump,0.696971782518926
IN,Steuben County,3.6,Hillary Clinton,0.257467309015829
IN,Steuben County,3.6,Gary Johnson,0.0455609084652443
IN,Boone County,3.3,Donald Trump,0.6130189326596179
IN,Boone County,3.3,Hillary Clinton,0.317550918561492
IN,Boone County,3.3,Gary Johnson,0.0694301487788902
IN,Benton County,4.7,Donald Trump,0.705801860974275
IN,Benton County,4.7,Hillary Clinton,0.23535851122058
IN,Benton County,4.7,Gary Johnson,0.058839627805145
IN,Jennings County,4.4,Donald Trump,0.7397210976158342
IN,Jennings County,4.4,Hillary Clinton,0.212685560053981
IN,Jennings County,4.4,Gary Johnson,0.0475933423301844
IN,Brown County,3.5,Donald Trump,0.634167931208902
IN,Brown County,3.5,Hillary Clinton,0.318411734951947
IN,Brown County,3.5,Gary Johnson,0.0474203338391502
IN,Clark County,4.0,Donald Trump,0.5872730118973071
IN,Clark County,4.0,Hillary Clinton,0.36770115842204093
IN,Clark County,4.0,Gary Johnson,0.0450258296806512
IN,Gibson County,3.6,Donald Trump,0.7160677352637019
IN,Gibson County,3.6,Hillary Clinton,0.240434332988625
IN,Gibson County,3.6,Gary Johnson,0.0434979317476732
IN,Spencer County,3.9,Donald Trump,0.659905613013355
IN,Spencer County,3.9,Hillary Clinton,0.287277839140476
IN,Spencer County,3.9,Gary Johnson,0.0528165478461693
IN,Hendricks County,3.4,Donald Trump,0.642137712934173
IN,Hendricks County,3.4,Hillary Clinton,0.30023386218076503
IN,Hendricks County,3.4,Gary Johnson,0.0576284248850621
IN,Scott County,4.6,Donald Trump,0.6704194260485649
IN,Scott County,4.6,Hillary Clinton,0.291611479028698
IN,Scott County,4.6,Gary Johnson,0.0379690949227373
IN,White County,4.0,Donald Trump,0.6880428196323979
IN,White County,4.0,Hillary Clinton,0.25883659866693604
IN,White County,4.0,Gary Johnson,0.0531205817006665
IN,Grant County,4.9,Donald Trump,0.6739173501327309
IN,Grant County,4.9,Hillary Clinton,0.278497563294901
IN,Grant County,4.9,Gary Johnson,0.0475850865723682
IN,Starke County,5.1,Donald Trump,0.690114892694559
IN,Starke County,5.1,Hillary Clinton,0.269781053544331
IN,Starke County,5.1,Gary Johnson,0.0401040537611099
IN,Howard County,4.5,Donald Trump,0.644147575774065
IN,Howard County,4.5,Hillary Clinton,0.305136855852424
IN,Howard County,4.5,Gary Johnson,0.0507155683735104
IN,Rush County,3.8,Donald Trump,0.7335736068755201
IN,Rush County,3.8,Hillary Clinton,0.21139451067369
IN,Rush County,3.8,Gary Johnson,0.0550318824507901
IN,Owen County,5.7,Donald Trump,0.721948356807512
IN,Owen County,5.7,Hillary Clinton,0.22840375586854506
IN,Owen County,5.7,Gary Johnson,0.0496478873239437
IN,Warrick County,4.2,Donald Trump,0.646188658853727
IN,Warrick County,4.2,Hillary Clinton,0.306866155560809
IN,Warrick County,4.2,Gary Johnson,0.0469451855854639
IN,Jefferson County,4.6,Donald Trump,0.634276799643414
IN,Jefferson County,4.6,Hillary Clinton,0.321298566228363
IN,Jefferson County,4.6,Gary Johnson,0.0444246341282223
IN,Marshall County,3.6,Donald Trump,0.6822523322967571
IN,Marshall County,3.6,Hillary Clinton,0.26643713904931104
IN,Marshall County,3.6,Gary Johnson,0.0513105286539316
IN,Pulaski County,4.5,Donald Trump,0.7088467905094721
IN,Pulaski County,4.5,Hillary Clinton,0.244068420084605
IN,Pulaski County,4.5,Gary Johnson,0.0470847894059224
IN,Jasper County,4.9,Donald Trump,0.7037731603030529
IN,Jasper County,4.9,Hillary Clinton,0.249718700772635
IN,Jasper County,4.9,Gary Johnson,0.0465081389243118
IN,Switzerland County,4.7,Donald Trump,0.7029403682330311
IN,Switzerland County,4.7,Hillary Clinton,0.255564715581204
IN,Switzerland County,4.7,Gary Johnson,0.0414949161857653
IN,Morgan County,4.0,Donald Trump,0.7591725465041691
IN,Morgan County,4.0,Hillary Clinton,0.19361770365619
IN,Morgan County,4.0,Gary Johnson,0.0472097498396408
IN,Perry County,4.5,Donald Trump,0.5677258566978189
IN,Perry County,4.5,Hillary Clinton,0.381557632398754
IN,Perry County,4.5,Gary Johnson,0.0507165109034268
IN,Wabash County,4.6,Donald Trump,0.7319418561311959
IN,Wabash County,4.6,Hillary Clinton,0.22497204621692105
IN,Wabash County,4.6,Gary Johnson,0.0430860976518822
IN,Vanderburgh County,4.1,Donald Trump,0.56175215753853
IN,Vanderburgh County,4.1,Hillary Clinton,0.39323484859013
IN,Vanderburgh County,4.1,Gary Johnson,0.0450129938713398
IN,Elkhart County,3.7,Donald Trump,0.6413855523340539
IN,Elkhart County,3.7,Hillary Clinton,0.317041741451516
IN,Elkhart County,3.7,Gary Johnson,0.0415727062144293
IN,Whitley County,3.7,Donald Trump,0.731058899259736
IN,Whitley County,3.7,Hillary Clinton,0.217508850981654
IN,Whitley County,3.7,Gary Johnson,0.0514322497586096
IN,Lake County,6.2,Hillary Clinton,0.5837590575639089
IN,Lake County,6.2,Donald Trump,0.377358961682322
IN,Lake County,6.2,Gary Johnson,0.0388819807537691
IN,Noble County,3.8,Donald Trump,0.722202486678508
IN,Noble County,3.8,Hillary Clinton,0.231142687981054
IN,Noble County,3.8,Gary Johnson,0.0466548253404381
IN,Blackford County,5.6,Donald Trump,0.6945250933222729
IN,Blackford County,5.6,Hillary Clinton,0.257776856076317
IN,Blackford County,5.6,Gary Johnson,0.0476980506014102
IN,Randolph County,4.2,Donald Trump,0.7187260902830909
IN,Randolph County,4.2,Hillary Clinton,0.233932670237184
IN,Randolph County,4.2,Gary Johnson,0.0473412394797246
IN,Fayette County,5.7,Donald Trump,0.7176285414480591
IN,Fayette County,5.7,Hillary Clinton,0.236306400839454
IN,Fayette County,5.7,Gary Johnson,0.0460650577124869
IN,DeKalb County,4.0,Donald Trump,0.7168173168411041
IN,DeKalb County,4.0,Hillary Clinton,0.23436013320647
IN,DeKalb County,4.0,Gary Johnson,0.0488225499524263
IN,Parke County,5.1,Donald Trump,0.7395072992700731
IN,Parke County,5.1,Hillary Clinton,0.219130170316302
IN,Parke County,5.1,Gary Johnson,0.0413625304136253
IN,Shelby County,3.7,Donald Trump,0.709116253136326
IN,Shelby County,3.7,Hillary Clinton,0.236799553944801
IN,Shelby County,3.7,Gary Johnson,0.0540841929188737
IN,Decatur County,3.4,Donald Trump,0.765029292474087
IN,Decatur County,3.4,Hillary Clinton,0.191167192429022
IN,Decatur County,3.4,Gary Johnson,0.0438035150968905
IN,Sullivan County,5.9,Donald Trump,0.7171398527865401
IN,Sullivan County,5.9,Hillary Clinton,0.246874634887253
IN,Sullivan County,5.9,Gary Johnson,0.0359855123262063
IN,Warren County,5.4,Donald Trump,0.738964021434039
IN,Warren County,5.4,Hillary Clinton,0.214085225822914
IN,Warren County,5.4,Gary Johnson,0.0469507527430467
IN,Bartholomew County,3.3,Donald Trump,0.6371607644570689
IN,Bartholomew County,3.3,Hillary Clinton,0.303837722683627
IN,Bartholomew County,3.3,Gary Johnson,0.0590015128593041
IN,Wayne County,4.7,Donald Trump,0.626705767350929
IN,Wayne County,4.7,Hillary Clinton,0.325395894428152
IN,Wayne County,4.7,Gary Johnson,0.0478983382209189
IN,Martin County,4.0,Donald Trump,0.7686706885791551
IN,Martin County,4.0,Hillary Clinton,0.183274391512378
IN,Martin County,4.0,Gary Johnson,0.0480549199084668
IN,Huntington County,4.0,Donald Trump,0.7292475272317521
IN,Huntington County,4.0,Hillary Clinton,0.219481657693752
IN,Huntington County,4.0,Gary Johnson,0.0512708150744961
IN,Fulton County,4.8,Donald Trump,0.717697635538572
IN,Fulton County,4.8,Hillary Clinton,0.23405779794602305
IN,Fulton County,4.8,Gary Johnson,0.0482445665154048
IN,Dubois County,3.1,Donald Trump,0.6710347943967471
IN,Dubois County,3.1,Hillary Clinton,0.270572877441382
IN,Dubois County,3.1,Gary Johnson,0.0583923281618718
IN,Delaware County,5.2,Donald Trump,0.5417794581534261
IN,Delaware County,5.2,Hillary Clinton,0.404930759077384
IN,Delaware County,5.2,Gary Johnson,0.0532897827691895
IN,Franklin County,3.9,Donald Trump,0.788444040036397
IN,Franklin County,3.9,Hillary Clinton,0.178980891719745
IN,Franklin County,3.9,Gary Johnson,0.0325750682438581
IN,Allen County,4.1,Donald Trump,0.5748180564796589
IN,Allen County,4.1,Hillary Clinton,0.378785488418035
